Student Number,Gender,Race,Hispanic / Latino,Grade Level,LEP Indicator Code,Eligible for Free or Reduced Lunch,Has Active at Risk,Has Special Education Enrollment TX,IEP Continuer,Housing Status,Active,Language Description,Status of Enrollment
282493,F - Female,White,TRUE,5,,No,No,No,No,Not Applicable,No,ENGLISH,Active
284824,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286971,F - Female,White,TRUE,2,C,No,Yes,Yes,No,Homeless,No,SPANISH,Active
290289,M - Male,White,TRUE,KG,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
290286,F - Female,White,TRUE,1,,No,No,No,No,Not Applicable,No,ENGLISH,Active
290273,F - Female,White,TRUE,5,,No,No,No,No,Not Applicable,No,ENGLISH,Active
289303,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284583,M - Male,White,TRUE,3,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
282666,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284726,F - Female,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288601,F - Female,White,TRUE,1,,No,Yes,No,No,Homeless,No,ENGLISH,Active
288597,M - Male,White,TRUE,1,,No,No,No,No,Not Applicable,No,ENGLISH,Active
289989,M - Male,White,TRUE,KG,,No,No,No,No,Not Applicable,No,ENGLISH,Active
285238,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287082,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280823,F - Female,White,TRUE,5,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
282478,F - Female,White,TRUE,5,,No,No,No,No,Not Applicable,No,ENGLISH,Active
282475,M - Male,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286952,M - Male,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286966,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290095,F - Female,White,TRUE,1,C,No,Yes,Yes,No,Not Applicable,No,SPANISH,Active
286801,F - Female,White,TRUE,5,,No,No,No,No,Not Applicable,No,ENGLISH,Active
284960,M - Male,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286735,F - Female,White,TRUE,2,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
289240,M - Male,White,TRUE,1,,No,No,No,No,Not Applicable,No,ENGLISH,Active
284517,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284543,F - Female,White,TRUE,5,,No,No,No,No,Not Applicable,No,ENGLISH,Active
290301,M - Male,White,TRUE,KG,,No,No,No,No,Not Applicable,No,ENGLISH,Active
288567,F - Female,White,TRUE,2,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286262,F - Female,White,TRUE,5,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
289396,M - Male,White,TRUE,PK,,No,No,Yes,No,Not Applicable,No,ENGLISH,Active
287593,M - Male,White,TRUE,KG,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
288564,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
281227,F - Female,White,TRUE,5,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
286804,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
282916,F - Female,Amer Indian,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280196,M - Male,White,TRUE,5,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
288637,M - Male,White,TRUE,2,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286986,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286313,M - Male,White,TRUE,5,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291306,M - Male,White,TRUE,4,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
291305,M - Male,White,TRUE,5,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
286609,F - Female,Pacific Isl,TRUE,5,,No,No,No,No,Not Applicable,No,ENGLISH,Active
286751,F - Female,Pacific Isl,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291042,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284875,F - Female,White,TRUE,3,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287084,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286818,F - Female,White,TRUE,1,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
284840,F - Female,White,TRUE,3,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287252,M - Male,White,TRUE,2,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
289063,F - Female,White,TRUE,1,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
287090,M - Male,White,TRUE,4,C,No,Yes,No,No,Not Applicable,Yes,SPANISH,Active
286996,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284762,F - Female,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284889,M - Male,White,TRUE,3,,No,Yes,No,No,Homeless,No,ENGLISH,Active
287804,M - Male,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284874,M - Male,White,TRUE,3,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280625,F - Female,White,TRUE,5,,No,Yes,Yes,No,Homeless,No,ENGLISH,Active
290259,F - Female,White,TRUE,2,,No,No,No,No,Not Applicable,No,ENGLISH,Active
281840,M - Male,White,TRUE,3,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
290285,M - Male,White,TRUE,1,,No,No,No,No,Not Applicable,No,ENGLISH,Active
285450,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290272,M - Male,White,TRUE,4,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
284935,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286101,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285253,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285767,F - Female,White,TRUE,3,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
288881,F - Female,Amer Indian,TRUE,4,C,No,Yes,No,No,Not Applicable,Yes,SPANISH,Active
289091,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290271,F - Female,White,TRUE,1,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
290288,F - Female,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
281408,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284647,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289852,M - Male,White,TRUE,EE,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
286928,M - Male,White,TRUE,2,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
288495,F - Female,White,TRUE,KG,,No,No,No,No,Not Applicable,No,ENGLISH,Active
285302,M - Male,White,TRUE,3,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
289769,F - Female,White,TRUE,PK,,No,No,Yes,No,Not Applicable,No,ENGLISH,Active
286623,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286618,M - Male,White,TRUE,5,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287554,F - Female,Amer Indian,TRUE,3,,No,Yes,No,No,Foster Care,No,ENGLISH,Active
288572,M - Male,White,TRUE,2,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288452,F - Female,Amer Indian,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
281025,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280212,M - Male,White,TRUE,5,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
289321,M - Male,White,TRUE,1,,No,Yes,No,No,Homeless,No,ENGLISH,Active
282552,F - Female,White,TRUE,4,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288872,M - Male,White,TRUE,2,,No,Yes,No,No,Homeless,No,ENGLISH,Active
282870,F - Female,White,TRUE,4,C,No,Yes,No,No,Foster Care,No,ENGLISH,Active
281153,F - Female,White,TRUE,5,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288437,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284527,M - Male,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289561,M - Male,White,TRUE,4,C,No,Yes,No,No,Not Applicable,Yes,SPANISH,Active
289562,F - Female,White,TRUE,2,C,No,Yes,No,No,Not Applicable,Yes,SPANISH,Active
282884,M - Male,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288749,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286881,M - Male,White,TRUE,2,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
284822,F - Female,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280778,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286926,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284549,F - Female,White,TRUE,4,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
288310,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286759,F - Female,Asian,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290292,M - Male,White,FALSE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284791,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286979,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
282623,M - Male,White,TRUE,5,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
290265,M - Male,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280213,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287376,F - Female,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286102,F - Female,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284038,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290287,M - Male,White,TRUE,1,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
289221,M - Male,White,TRUE,4,F,No,Yes,No,No,Not Applicable,No,SPANISH,Active
284212,M - Male,White,TRUE,3,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
284610,M - Male,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
281088,F - Female,White,TRUE,5,,No,No,No,No,Not Applicable,No,ENGLISH,Active
289608,F - Female,White,TRUE,PK,C,No,Yes,Yes,No,Not Applicable,No,SPANISH,Active
280275,F - Female,White,TRUE,5,,No,No,No,No,Not Applicable,No,ENGLISH,Active
288503,M - Male,White,TRUE,KG,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
289609,F - Female,White,TRUE,PK,C,No,Yes,Yes,No,Not Applicable,No,SPANISH,Active
288622,F - Female,White,TRUE,1,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
282573,M - Male,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280202,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
282480,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288801,F - Female,Amer Indian,TRUE,1,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
283396,M - Male,White,TRUE,4,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
280229,F - Female,White,TRUE,5,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288460,F - Female,White,TRUE,1,,No,No,No,No,Not Applicable,Yes,ENGLISH,Active
290297,F - Female,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280911,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288595,M - Male,White,TRUE,1,,No,No,No,No,Not Applicable,No,ENGLISH,Active
284587,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290302,F - Female,White,TRUE,PK,,No,No,No,No,Not Applicable,No,ENGLISH,Active
276935,M - Male,White,TRUE,5,,No,No,Yes,No,Not Applicable,No,ENGLISH,Active
280216,F - Female,White,TRUE,5,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285092,M - Male,White,TRUE,3,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286836,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
282727,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284669,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280181,F - Female,White,TRUE,5,3,No,No,No,No,Not Applicable,No,ENGLISH,Active
286260,F - Female,White,TRUE,4,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287130,F - Female,White,TRUE,2,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291417,F - Female,White,TRUE,PK,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
291418,F - Female,White,TRUE,PK,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291419,M - Male,White,TRUE,PK,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
291420,F - Female,White,TRUE,PK,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
291421,F - Female,White,TRUE,PK,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
291422,F - Female,White,TRUE,PK,,No,No,No,No,Not Applicable,No,ENGLISH,Active
290507,F - Female,White,TRUE,PK,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284853,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287319,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288463,F - Female,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288313,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287988,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286083,M - Male,White,TRUE,5,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
286084,F - Female,White,TRUE,4,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
290547,F - Female,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286122,M - Male,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
281029,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290532,F - Female,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290485,F - Female,White,TRUE,4,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
288164,M - Male,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
283209,F - Female,White,TRUE,5,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
286383,F - Female,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
281104,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291054,F - Female,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291055,F - Female,White,TRUE,2,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
284247,F - Female,Black,FALSE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288199,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
281706,M - Male,White,TRUE,5,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
285482,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291162,F - Female,White,TRUE,5,,No,No,No,No,Not Applicable,No,ENGLISH,Active
291423,M - Male,White,TRUE,PK,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288991,F - Female,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
281466,F - Female,White,TRUE,5,C,No,Yes,Yes,No,Not Applicable,No,SPANISH,Active
290502,F - Female,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285186,F - Female,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285215,F - Female,White,TRUE,3,,No,No,No,No,Not Applicable,No,ENGLISH,Active
285777,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289314,M - Male,Black,FALSE,3,,No,No,No,No,Not Applicable,No,ENGLISH,Active
289316,M - Male,Black,FALSE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289315,F - Female,Black,FALSE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290490,M - Male,White,TRUE,5,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
288617,F - Female,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288619,F - Female,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
282991,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286419,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284864,F - Female,White,TRUE,3,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
288336,M - Male,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280762,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280728,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289851,F - Female,White,FALSE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280906,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290034,F - Female,White,TRUE,1,,No,Yes,No,No,Homeless,No,ENGLISH,Active
289295,F - Female,White,TRUE,4,,No,Yes,No,No,Homeless,No,ENGLISH,Active
290497,F - Female,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289003,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288205,M - Male,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291148,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291150,M - Male,White,TRUE,4,,No,No,No,No,Not Applicable,No,ENGLISH,Active
291149,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291147,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
281623,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
281086,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
283494,F - Female,Black,TRUE,4,,No,Yes,No,No,Homeless,No,ENGLISH,Active
290994,M - Male,Black,TRUE,1,,No,Yes,No,No,Homeless,No,ENGLISH,Active
285512,F - Female,Black,FALSE,3,,No,Yes,No,No,Homeless,No,ENGLISH,Active
288863,M - Male,White,TRUE,1,,No,Yes,No,No,Homeless,No,ENGLISH,Active
287947,M - Male,White,TRUE,3,,No,Yes,Yes,No,Homeless,No,ENGLISH,Active
289212,M - Male,White,TRUE,2,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
286995,F - Female,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287813,M - Male,White,TRUE,1,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
289004,M - Male,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286431,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284141,M - Male,White,TRUE,5,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
285143,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285810,F - Female,Black,FALSE,3,,No,No,No,No,Not Applicable,No,ENGLISH,Active
288561,M - Male,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
283636,M - Male,White,TRUE,3,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
284811,M - Male,White,TRUE,3,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
284443,M - Male,White,TRUE,2,,No,No,Yes,No,Not Applicable,No,ENGLISH,Active
284444,M - Male,White,TRUE,5,,No,No,Yes,No,Not Applicable,No,ENGLISH,Active
286815,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288607,M - Male,Black,FALSE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287015,F - Female,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287020,F - Female,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290006,F - Female,White,FALSE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290005,M - Male,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285138,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
282874,F - Female,White,TRUE,4,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288623,M - Male,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291215,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288294,F - Female,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280520,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290508,F - Female,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286852,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
281812,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288308,F - Female,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289763,F - Female,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
278360,M - Male,White,TRUE,5,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
288183,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288605,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289876,M - Male,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288727,M - Male,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286437,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286436,F - Female,White,TRUE,3,,No,No,No,No,Not Applicable,No,ENGLISH,Active
286879,F - Female,White,TRUE,2,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
289758,M - Male,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289760,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291292,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
282679,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
283120,M - Male,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285603,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280503,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287676,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280648,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280642,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286850,M - Male,White,TRUE,2,,No,Yes,No,No,Homeless,No,ENGLISH,Active
289197,F - Female,White,TRUE,3,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
282785,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290509,M - Male,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285147,M - Male,Black,FALSE,3,,No,No,No,No,Not Applicable,No,ENGLISH,Active
288974,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291341,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290188,F - Female,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290487,F - Female,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290528,M - Male,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280247,F - Female,White,TRUE,5,,No,No,No,No,Not Applicable,No,ENGLISH,Active
283159,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291413,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288685,F - Female,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285526,F - Female,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280647,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280318,M - Male,White,TRUE,5,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
284759,M - Male,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291270,M - Male,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286794,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288304,M - Male,White,TRUE,1,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
290520,M - Male,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280511,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287167,F - Female,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
