Student Number,Gender,Race,Hispanic / Latino,Grade Level,LEP Indicator Code,Eligible for Free or Reduced Lunch,Has Active at Risk,Has Special Education Enrollment TX,IEP Continuer,Housing Status,Active,Language Description,Status of Enrollment
289312,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288412,M - Male,White,TRUE,KG,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
285161,F - Female,White,TRUE,3,C,No,Yes,Yes,No,Not Applicable,No,SPANISH,Active
290076,M - Male,White,TRUE,KG,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
287137,F - Female,White,TRUE,2,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
289186,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287604,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284948,F - Female,White,TRUE,4,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290049,F - Female,White,TRUE,1,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287074,M - Male,White,TRUE,1,C,No,Yes,Yes,No,Not Applicable,No,SPANISH,Active
283143,F - Female,White,TRUE,4,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
286817,M - Male,White,TRUE,2,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
282715,F - Female,White,TRUE,4,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285378,M - Male,White,TRUE,3,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280745,M - Male,White,TRUE,5,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287038,F - Female,White,FALSE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284655,F - Female,Amer Indian,TRUE,3,,No,No,No,No,Not Applicable,No,ENGLISH,Active
287310,F - Female,White,TRUE,2,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288413,F - Female,White,TRUE,KG,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286489,M - Male,White,TRUE,2,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
289927,M - Male,White,TRUE,PK,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
280591,F - Female,White,TRUE,5,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
285267,M - Male,White,TRUE,3,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284832,F - Female,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289471,F - Female,White,TRUE,2,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
286689,F - Female,White,TRUE,5,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
287075,M - Male,White,TRUE,3,,No,No,No,No,Not Applicable,No,ENGLISH,Active
286524,M - Male,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289184,M - Male,Black,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289929,F - Female,Amer Indian,TRUE,PK,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
282458,F - Female,White,TRUE,5,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
284797,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280543,F - Female,White,TRUE,5,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
290673,F - Female,White,TRUE,KG,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
288846,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280974,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289191,M - Male,White,TRUE,1,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
288397,M - Male,White,TRUE,4,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289930,M - Male,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,SPANISH,Active
289931,M - Male,White,TRUE,KG,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290665,F - Female,White,TRUE,KG,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288398,F - Female,White,TRUE,3,C,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
280551,M - Male,White,TRUE,5,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
282997,F - Female,White,TRUE,4,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
282613,M - Male,Amer Indian,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284506,F - Female,White,TRUE,4,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288736,F - Female,White,TRUE,1,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
284944,F - Female,White,TRUE,3,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
284938,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286493,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284956,F - Female,White,TRUE,4,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
289932,M - Male,White,TRUE,PK,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
281010,M - Male,Amer Indian,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291074,M - Male,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288758,M - Male,White,TRUE,1,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285471,M - Male,White,TRUE,4,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
289948,M - Male,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285550,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
282625,F - Female,White,TRUE,4,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
281033,M - Male,White,TRUE,5,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
288408,F - Female,White,TRUE,1,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
288704,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
282697,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291347,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291345,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
282948,M - Male,White,TRUE,4,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
287148,M - Male,White,TRUE,2,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
289934,F - Female,White,TRUE,KG,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
289959,F - Female,White,TRUE,4,C,No,Yes,No,No,Not Applicable,Yes,SPANISH,Active
281452,M - Male,White,TRUE,5,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
282890,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290681,M - Male,White,TRUE,3,,No,No,No,No,Not Applicable,No,ENGLISH,Active
286849,F - Female,Amer Indian,TRUE,2,C,No,Yes,No,No,Not Applicable,Yes,SPANISH,Active
285088,F - Female,White,TRUE,4,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288416,M - Male,White,TRUE,KG,C,No,Yes,Yes,No,Not Applicable,No,SPANISH,Active
285518,F - Female,White,TRUE,3,F,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289173,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,SPANISH,Active
289008,M - Male,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285385,F - Female,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288395,M - Male,White,TRUE,1,C,No,Yes,Yes,No,Not Applicable,No,SPANISH,Active
284559,M - Male,White,TRUE,3,C,No,Yes,Yes,No,Not Applicable,No,SPANISH,Active
289974,M - Male,White,TRUE,5,,No,No,No,No,Not Applicable,No,ENGLISH,Active
280897,F - Female,Amer Indian,TRUE,4,,No,Yes,No,No,Not Applicable,No,SPANISH,Active
280742,M - Male,White,TRUE,5,C,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
289953,F - Female,White,TRUE,3,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
282511,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286696,M - Male,White,TRUE,2,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
281051,F - Female,White,TRUE,5,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
285262,M - Male,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289961,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286492,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
282975,M - Male,White,FALSE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286511,F - Female,White,TRUE,5,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
288744,F - Female,Amer Indian,TRUE,1,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288155,M - Male,Multi-Race,FALSE,2,,No,No,No,No,Not Applicable,No,ENGLISH,Active
278042,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
281688,F - Female,White,TRUE,5,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
287052,M - Male,Amer Indian,TRUE,2,C,No,Yes,No,No,Not Applicable,Yes,ENGLISH,Active
282745,F - Female,White,TRUE,4,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
282850,M - Male,White,TRUE,5,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288941,F - Female,White,TRUE,1,,No,Yes,Yes,No,Homeless,No,ENGLISH,Active
288703,M - Male,White,TRUE,2,,No,Yes,No,No,Homeless,No,ENGLISH,Active
286484,M - Male,White,TRUE,3,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
285255,F - Female,White,TRUE,3,C,No,Yes,Yes,No,Not Applicable,No,SPANISH,Active
285183,F - Female,White,TRUE,2,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284947,F - Female,White,TRUE,3,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280707,F - Female,White,TRUE,5,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
289962,M - Male,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288456,M - Male,White,TRUE,4,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287359,F - Female,White,TRUE,1,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290193,M - Male,White,TRUE,1,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
290192,M - Male,Amer Indian,TRUE,5,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
284943,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288417,M - Male,White,TRUE,1,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285354,M - Male,White,TRUE,2,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287375,M - Male,White,TRUE,1,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
282369,M - Male,White,TRUE,3,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289280,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285271,F - Female,White,TRUE,3,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
280646,M - Male,White,TRUE,5,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
286494,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
278026,F - Female,White,TRUE,9,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
277978,F - Female,White,TRUE,9,,No,No,No,No,Not Applicable,No,SPANISH,Active
291346,M - Male,White,TRUE,9,,No,No,No,No,Not Applicable,No,ENGLISH,Active
291408,M - Male,White,TRUE,7,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288359,F - Female,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291414,F - Female,White,TRUE,PK,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280217,F - Female,White,TRUE,5,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
287803,M - Male,White,TRUE,KG,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
286984,F - Female,White,TRUE,2,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
288466,F - Female,White,TRUE,1,,No,No,No,No,Not Applicable,No,ENGLISH,Active
285250,M - Male,White,TRUE,3,C,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
282821,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280204,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287129,M - Male,White,TRUE,1,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
288882,F - Female,White,TRUE,5,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
290296,M - Male,White,TRUE,1,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
285104,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286956,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
283810,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288707,M - Male,White,TRUE,3,C,No,Yes,Yes,No,Not Applicable,No,SPANISH,Active
283565,F - Female,Amer Indian,TRUE,4,,No,Yes,Yes,No,Homeless,No,ENGLISH,Active
283388,M - Male,Black,FALSE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289745,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290264,F - Female,White,TRUE,KG,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288625,M - Male,White,TRUE,KG,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
283699,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
283375,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291078,F - Female,White,TRUE,EE,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
282565,M - Male,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288712,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287291,M - Male,White,TRUE,2,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
288628,M - Male,White,TRUE,KG,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
288468,M - Male,White,TRUE,1,,No,No,No,No,Not Applicable,No,ENGLISH,Active
284799,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290251,F - Female,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284416,M - Male,White,TRUE,5,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
283522,M - Male,White,TRUE,5,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
288535,M - Male,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285695,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287178,M - Male,Amer Indian,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280206,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288509,M - Male,White,TRUE,KG,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
288855,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284940,F - Female,White,TRUE,3,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288871,F - Female,White,TRUE,1,,No,No,No,No,Not Applicable,No,ENGLISH,Active
280268,F - Female,White,TRUE,5,,No,No,No,No,Not Applicable,No,ENGLISH,Active
282289,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280200,F - Female,White,TRUE,5,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284642,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288877,M - Male,Amer Indian,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284808,F - Female,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288629,M - Male,White,TRUE,1,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285101,F - Female,White,TRUE,3,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
284882,F - Female,White,TRUE,3,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
284756,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
282532,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287373,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284806,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280968,M - Male,White,TRUE,5,,No,No,No,No,Not Applicable,No,ENGLISH,Active
288469,M - Male,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
283415,M - Male,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290051,F - Female,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288144,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288606,M - Male,White,TRUE,1,,No,No,No,No,Not Applicable,No,ENGLISH,Active
280280,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286583,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291104,F - Female,White,TRUE,KG,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
283152,M - Male,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287216,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288470,F - Female,White,TRUE,1,,No,No,No,No,Not Applicable,No,ENGLISH,Active
287964,F - Female,Amer Indian,TRUE,1,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
286797,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284641,M - Male,White,TRUE,5,,No,No,No,No,Not Applicable,No,ENGLISH,Active
285439,F - Female,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284942,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
283021,F - Female,White,TRUE,5,C,No,Yes,Yes,No,Not Applicable,No,SPANISH,Active
289243,M - Male,White,TRUE,1,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285568,M - Male,White,TRUE,3,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288733,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285371,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
282518,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280273,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288594,M - Male,White,TRUE,1,,No,No,No,No,Not Applicable,No,ENGLISH,Active
290294,F - Female,White,TRUE,1,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
280264,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280234,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291091,F - Female,White,TRUE,1,,No,Yes,No,No,Foster Care,No,ENGLISH,Active
291094,F - Female,White,TRUE,2,,No,Yes,No,No,Foster Care,No,ENGLISH,Active
283379,M - Male,White,TRUE,4,C,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
290279,M - Male,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288631,F - Female,White,TRUE,KG,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288632,F - Female,White,TRUE,KG,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286930,M - Male,White,TRUE,2,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288510,M - Male,White,TRUE,KG,,No,No,No,No,Not Applicable,No,ENGLISH,Active
289549,M - Male,White,TRUE,5,,No,No,No,No,Not Applicable,No,ENGLISH,Active
287142,M - Male,White,TRUE,1,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284844,F - Female,White,TRUE,3,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
282547,M - Male,White,TRUE,5,,No,No,No,No,Not Applicable,No,ENGLISH,Active
284570,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288511,F - Female,White,TRUE,1,,No,No,No,No,Not Applicable,No,ENGLISH,Active
284571,M - Male,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286977,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280690,M - Male,White,TRUE,5,,No,No,No,No,Not Applicable,No,ENGLISH,Active
284550,M - Male,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289496,F - Female,White,TRUE,2,,No,No,No,No,Not Applicable,No,ENGLISH,Active
289495,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286988,M - Male,White,TRUE,2,,No,No,No,No,Not Applicable,No,ENGLISH,Active
288323,M - Male,White,TRUE,1,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
283132,F - Female,White,TRUE,4,C,No,Yes,No,No,Not Applicable,Yes,SPANISH,Active
290284,F - Female,White,TRUE,4,,No,No,No,No,Not Applicable,No,ENGLISH,Active
290282,F - Female,White,TRUE,1,,No,No,No,No,Not Applicable,No,ENGLISH,Active
280989,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290281,M - Male,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290944,F - Female,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284541,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
284644,M - Male,White,TRUE,4,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289808,F - Female,White,TRUE,5,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291059,F - Female,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286974,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
281982,M - Male,White,TRUE,4,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
287002,M - Male,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290014,F - Female,White,TRUE,4,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
289806,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
289805,F - Female,White,TRUE,3,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
285372,F - Female,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
277196,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
282640,M - Male,White,TRUE,4,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
288517,M - Male,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290276,F - Female,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
283766,F - Female,White,TRUE,4,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288326,M - Male,White,TRUE,1,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
287551,F - Female,White,TRUE,1,,No,No,No,No,Not Applicable,No,ENGLISH,Active
284245,M - Male,Amer Indian,TRUE,2,C,No,Yes,Yes,No,Not Applicable,No,SPANISH,Active
290291,M - Male,White,TRUE,1,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
283007,M - Male,White,TRUE,5,,No,No,No,No,Not Applicable,No,ENGLISH,Active
287087,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290253,M - Male,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290254,F - Female,White,TRUE,KG,,No,No,No,No,Not Applicable,No,ENGLISH,Active
289064,M - Male,White,TRUE,1,,No,No,No,No,Not Applicable,No,ENGLISH,Active
280179,F - Female,White,TRUE,5,,No,No,No,No,Not Applicable,No,ENGLISH,Active
276462,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287529,F - Female,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
283337,F - Female,White,TRUE,4,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288545,F - Female,White,TRUE,2,,No,No,No,No,Not Applicable,No,ENGLISH,Active
287586,F - Female,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
287587,M - Male,White,TRUE,5,,No,Yes,Yes,No,Not Applicable,No,ENGLISH,Active
290278,M - Male,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280269,M - Male,White,TRUE,5,,No,No,No,No,Not Applicable,No,ENGLISH,Active
288433,F - Female,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291415,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290010,F - Female,White,TRUE,2,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286329,F - Female,White,TRUE,5,,No,No,No,No,Not Applicable,No,ENGLISH,Active
281352,M - Male,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291410,M - Male,White,TRUE,2,,No,No,No,No,Not Applicable,No,ENGLISH,Active
284812,M - Male,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290255,M - Male,Amer Indian,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
280358,F - Female,White,TRUE,5,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
291409,M - Male,White,TRUE,1,,No,No,No,No,Not Applicable,No,ENGLISH,Active
282781,M - Male,White,TRUE,5,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
289022,F - Female,White,TRUE,1,,No,No,No,No,Not Applicable,No,SPANISH,Active
287840,F - Female,White,TRUE,5,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
287841,M - Male,White,TRUE,4,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
290299,F - Female,White,TRUE,PK,,No,No,No,No,Not Applicable,No,ENGLISH,Active
288527,F - Female,White,TRUE,KG,,No,No,No,No,Not Applicable,No,ENGLISH,Active
290256,F - Female,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
286756,F - Female,White,TRUE,3,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
282563,M - Male,White,TRUE,4,C,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290290,F - Female,White,TRUE,1,,No,No,No,No,Not Applicable,No,ENGLISH,Active
290300,F - Female,White,TRUE,KG,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
288678,F - Female,White,TRUE,1,,No,Yes,No,No,Not Applicable,No,ENGLISH,Active
290308,M - Male,White,TRUE,PK,C,No,Yes,No,No,Not Applicable,No,SPANISH,Active
